,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P1_5_3,P2_1,P2_2,ENT,code,HOGAR,P4_1_1,P4_1_2,P4_1_3,P4_1_4,P4_1_5,P4_1_6,P4_2_1,P4_2_2,P4_4
31912,3,1,1,1,1,1,1,4,1,18,18007204,1,1,2,2,1,2,1,2,2,1
31913,3,1,1,1,1,2,1,4,1,18,18007205,1,1,2,2,1,2,1,1,1,1
31914,2,1,1,1,1,1,2,2,1,18,18007221,1,2,2,2,1,2,1,2,2,2
31915,3,1,1,1,1,1,1,7,1,18,18007222,1,1,2,2,1,1,1,2,1,1
31916,3,1,1,1,1,2,2,1,1,18,18007223,1,1,2,2,1,2,1,2,2,2
31917,2,1,1,1,1,1,2,1,1,18,18007224,1,1,1,1,1,2,1,2,2,1
31918,2,2,1,1,2,2,2,2,1,18,18007225,1,2,2,2,1,2,1,2,2,2
31919,2,1,1,1,1,1,2,5,1,18,18007251,1,1,2,2,1,2,1,2,1,1
31920,2,1,1,1,1,1,2,1,1,18,18007252,1,1,2,2,1,2,1,2,2,2
31921,3,1,1,1,1,2,2,1,1,18,18007253,1,1,2,2,1,2,1,2,2,2
31922,3,1,1,1,1,1,1,1,1,18,18007254,1,2,2,2,1,2,1,2,1,1
31923,3,1,1,1,1,1,2,9,1,18,18007255,1,2,2,2,1,2,1,2,2,1
31924,3,1,1,1,1,2,2,3,1,18,18007261,1,2,2,2,1,2,1,1,2,1
31925,2,1,1,1,1,1,1,3,1,18,18007263,1,2,2,2,1,2,1,2,2,1
31926,3,1,1,1,1,1,2,1,1,18,18007264,1,2,2,2,2,2,1,2,1,1
31927,3,1,1,1,1,1,1,1,1,18,18007265,1,1,2,2,1,2,1,1,1,1
31928,3,1,2,1,1,1,1,4,1,18,18007562,1,2,1,1,1,2,1,2,2,1
31929,3,1,1,1,1,1,1,5,1,18,18007563,1,1,2,2,1,2,1,2,2,1
31930,2,1,1,1,2,2,2,3,1,18,18007564,1,1,2,2,1,2,1,2,1,1
31931,2,1,1,1,1,1,1,7,1,18,18007565,1,2,2,2,1,2,1,2,2,1
31932,2,1,1,1,1,1,2,4,1,18,18007631,1,2,2,2,1,2,1,2,2,1
31933,2,1,1,1,1,1,2,2,1,18,18007632,1,2,2,2,1,2,1,2,2,1
31934,2,1,1,1,1,2,2,2,1,18,18007633,1,1,2,2,1,2,1,2,2,2
31935,2,1,1,1,1,2,2,1,1,18,18007634,1,1,2,2,1,2,2,2,2,2
31936,1,1,2,1,1,2,2,6,1,18,18007635,1,2,1,2,2,2,1,2,2,1
31937,3,1,1,1,1,1,1,4,1,18,18007641,1,2,2,2,1,2,1,2,2,1
31938,3,1,1,1,1,1,1,2,1,18,18007642,1,1,1,1,1,1,1,1,1,1
31939,3,1,1,1,1,1,1,3,1,18,18007643,1,2,2,2,1,1,1,1,1,1
31940,3,1,1,1,1,1,1,5,1,18,18007644,1,2,2,2,1,2,1,2,1,1
31941,3,1,1,1,1,1,1,4,1,18,18007645,1,1,2,2,1,2,1,1,1,1
31942,3,1,1,1,1,1,2,2,1,18,18007751,1,1,2,2,1,2,1,2,2,1
31943,3,1,2,1,1,1,2,7,1,18,18007752,1,2,2,2,1,2,1,2,2,1
31944,3,1,1,1,1,2,2,5,1,18,18007754,1,2,2,2,1,2,1,1,2,1
31945,3,1,1,1,1,1,1,3,1,18,18007755,1,2,1,1,1,2,1,1,1,1
31946,3,1,1,1,1,2,2,1,1,18,18007761,1,2,1,2,2,2,1,2,2,2
31947,3,1,1,1,1,1,1,5,1,18,18007762,1,2,2,2,1,2,1,2,1,1
31948,3,1,1,1,1,1,1,3,1,18,18007763,1,1,2,2,1,2,1,1,1,1
31949,3,1,1,1,1,2,2,2,1,18,18007764,1,1,2,2,1,2,1,2,2,2
31950,2,1,1,1,1,2,1,5,1,18,18007765,1,2,2,2,1,2,1,2,2,1
31951,3,1,1,1,1,2,1,1,1,18,18007771,1,1,2,2,1,2,1,1,2,2
31952,2,1,1,1,1,1,2,1,1,18,18007772,1,2,2,2,1,2,1,2,2,2
31953,2,1,1,1,2,2,1,5,1,18,18007773,1,1,2,2,1,2,1,2,1,1
31954,2,1,1,1,1,2,2,4,1,18,18007774,1,1,2,2,1,1,1,2,2,1
31955,3,1,1,1,1,1,1,4,1,18,18007775,1,1,2,2,1,2,1,2,2,1
31956,3,1,1,1,1,1,2,3,1,18,18007811,1,1,2,2,1,2,1,1,2,1
31957,3,1,1,1,1,1,2,3,1,18,18007812,1,2,2,2,1,2,1,2,1,1
31958,3,1,1,1,1,1,1,4,1,18,18007813,1,2,2,2,1,1,1,2,1,1
31959,3,1,1,1,1,1,1,4,1,18,18007815,1,2,2,2,1,2,1,2,1,1
31960,2,2,1,1,1,2,1,1,1,18,18007921,1,1,1,1,1,1,1,2,2,2
31961,3,1,1,1,1,1,1,5,1,18,18007922,1,2,2,2,1,2,1,2,1,1
31962,3,1,1,1,1,1,1,5,1,18,18007923,1,1,2,2,1,1,1,2,2,1
31963,3,1,1,1,1,2,2,2,1,18,18007924,1,2,2,2,2,2,1,2,1,1
31964,3,1,1,1,1,1,1,4,1,18,18007925,1,1,1,2,1,2,1,2,1,1
31965,2,1,1,1,1,1,1,2,1,18,18007991,1,2,1,1,1,2,1,2,1,1
31966,3,1,1,1,1,1,2,2,1,18,18007993,1,1,1,1,1,2,1,2,1,1
31967,2,1,1,1,1,1,1,4,1,18,18007994,1,2,1,2,1,2,1,2,1,1
31968,3,1,1,1,1,1,2,1,1,18,18007995,1,1,1,2,1,2,1,2,2,1
31969,3,1,1,1,1,1,2,2,1,18,18008003,1,1,2,2,1,2,1,2,2,1
31970,2,1,1,1,1,1,2,1,1,18,18008004,1,1,1,2,2,2,1,2,2,2
31971,2,1,1,1,1,2,2,2,1,18,18008005,1,1,2,2,1,2,1,2,2,2
31972,3,1,1,1,1,1,2,4,1,18,18008101,1,1,2,2,1,2,1,2,1,1
31973,3,1,1,1,1,1,1,3,1,18,18008103,1,2,2,2,1,2,1,1,2,1
31974,3,1,1,1,1,1,1,3,1,18,18008104,1,2,2,2,1,1,1,2,1,1
31975,3,1,1,1,1,1,2,4,1,18,18008105,1,1,1,2,1,1,1,2,1,1
31976,3,1,1,1,1,1,1,3,1,18,18008231,1,2,2,2,1,1,1,1,1,1
31977,3,1,1,1,1,1,2,1,1,18,18008232,1,2,2,2,1,2,1,2,2,1
31978,3,1,1,1,1,1,1,4,1,18,18008233,1,2,2,2,1,1,1,1,1,1
31979,3,1,1,1,1,1,2,2,1,18,18008234,1,1,2,2,1,2,1,2,2,1
31980,3,1,1,1,1,1,2,2,1,18,18008331,1,2,1,2,1,2,1,2,2,1
31981,3,1,1,1,1,2,2,1,1,18,18008332,1,2,2,2,2,2,1,2,2,1
31982,3,1,1,1,1,1,2,2,1,18,18008333,1,2,2,2,1,2,1,1,2,1
31983,3,1,1,1,1,2,1,2,1,18,18008334,1,2,2,2,1,2,1,2,1,1
31984,3,1,1,1,1,1,2,1,1,18,18008335,1,2,2,2,1,2,1,2,1,1
31985,2,1,1,1,1,1,1,3,1,18,18008361,1,1,2,2,1,2,1,1,1,1
31986,3,1,1,1,1,1,1,4,1,18,18008362,1,1,1,2,1,1,1,1,1,1
31987,3,1,1,1,1,1,2,5,1,18,18008363,1,2,1,1,2,2,1,2,2,1
31988,3,1,1,1,1,1,1,4,1,18,18008364,1,1,1,2,1,2,1,1,1,1
31989,3,1,1,1,1,1,1,2,1,18,18008365,1,2,2,2,1,1,1,2,1,1
31990,3,1,1,1,1,2,1,5,1,18,18008371,1,2,2,2,1,2,1,2,1,1
31991,3,1,1,1,1,1,1,1,1,18,18008372,1,1,2,2,1,2,1,2,2,1
31992,3,1,1,1,1,1,1,1,1,18,18008373,1,2,2,2,1,2,1,1,2,1
31993,3,1,1,1,2,2,1,2,1,18,18008374,1,1,2,2,1,2,1,2,2,1
31994,3,1,1,1,1,2,1,1,1,18,18008375,1,1,2,2,1,1,1,2,1,1
31995,3,1,1,1,1,1,1,3,1,18,18008391,1,2,2,2,1,2,1,1,2,1
31996,3,1,1,1,1,1,1,5,1,18,18008392,1,2,2,2,1,1,1,1,1,1
31997,3,1,1,1,1,1,1,1,1,18,18008393,1,1,2,2,1,1,1,2,1,1
31998,3,1,1,1,1,1,1,2,1,18,18008394,1,1,2,1,1,2,1,1,1,1
31999,3,1,1,1,1,1,1,4,1,18,18008395,1,2,2,2,1,2,1,2,1,1
32000,3,1,1,1,1,1,1,3,1,18,18008452,1,2,2,2,1,2,1,2,1,1
32001,3,1,1,1,1,2,2,4,1,18,18008453,1,2,2,2,1,2,1,2,2,1
32002,3,1,1,1,1,1,2,4,1,18,18008455,1,2,1,1,1,2,1,1,1,1
32003,3,1,1,1,1,2,1,1,1,18,18008481,1,2,1,2,2,2,1,2,1,1
32004,3,1,1,1,1,2,1,1,1,18,18008482,1,2,2,2,2,2,1,2,1,1
32005,3,1,1,1,1,1,2,1,1,18,18008483,1,1,2,2,1,2,1,2,2,1
32006,3,1,1,1,1,1,1,5,1,18,18008485,1,1,2,1,1,1,1,1,1,1
32007,3,1,1,1,1,1,1,3,1,18,18008701,1,2,2,1,1,2,1,2,1,1
32008,3,1,1,1,1,1,1,3,1,18,18008702,1,1,2,1,1,1,1,2,1,1
32009,3,1,1,1,1,1,1,4,1,18,18008703,1,2,2,2,1,2,1,2,1,1
32010,3,1,1,1,1,1,1,3,1,18,18008704,1,1,2,2,1,2,1,2,1,1
32011,3,1,1,1,1,1,1,4,1,18,18008731,1,1,1,1,1,1,1,2,1,1
32012,3,1,2,1,1,1,1,4,1,18,18008732,1,1,1,1,1,2,1,2,1,1
32013,1,2,1,1,1,1,1,9,1,18,18008733,1,2,1,2,2,2,1,2,2,2
32014,3,1,1,1,1,1,1,3,1,18,18008734,1,1,2,2,1,2,1,2,1,1
32015,3,1,2,1,1,1,1,5,1,18,18008735,1,1,2,2,1,2,1,2,2,1
32016,3,1,1,1,1,2,1,4,1,18,18008781,1,1,1,1,1,2,1,1,1,1
32017,3,1,1,1,2,2,2,4,1,18,18008782,1,1,2,2,1,2,2,2,2,2
32018,3,1,1,1,1,2,2,4,1,18,18008784,1,2,2,2,1,2,1,2,2,2
32019,3,1,1,1,1,1,2,4,1,18,18008785,1,1,2,2,1,2,1,1,1,1
32020,3,1,1,1,1,1,1,1,1,18,18008891,1,1,1,2,1,2,1,2,2,1
32021,3,1,1,1,1,1,1,4,1,18,18008892,1,2,2,2,1,2,1,2,1,1
32022,3,1,1,1,1,1,1,4,1,18,18008894,1,2,2,2,1,1,1,1,1,1
32023,3,1,1,1,1,1,1,4,1,18,18008895,1,2,2,2,1,1,1,2,1,1
32024,3,1,1,1,1,1,1,4,1,18,18009051,1,2,2,2,1,2,1,2,1,1
32025,3,1,1,1,1,1,1,3,1,18,18009052,1,1,1,2,1,1,1,2,2,1
32026,3,1,1,1,1,1,1,4,1,18,18009053,1,2,2,2,1,2,1,2,2,1
32027,3,1,1,1,1,2,2,2,1,18,18009054,1,2,2,2,1,2,1,2,1,1
32028,3,1,1,1,1,2,2,7,2,18,18009071,1,2,1,2,2,2,1,2,2,2
32029,3,1,1,1,1,2,2,7,2,18,18009071,2,2,2,2,2,2,1,2,2,2
32030,3,1,1,1,1,2,2,3,1,18,18009072,1,2,2,1,1,2,1,2,2,1
32031,3,1,1,1,1,1,1,3,1,18,18009073,1,2,2,2,1,2,1,2,1,1
32032,3,1,1,1,1,1,1,4,1,18,18009074,1,2,2,1,1,2,1,1,2,1
32033,2,1,1,1,1,1,2,2,1,18,18009075,1,1,1,2,1,2,1,2,2,1
32034,3,1,1,1,1,1,1,3,1,18,18009081,1,1,2,2,1,2,1,2,1,1
32035,3,1,1,1,1,1,1,4,1,18,18009082,1,2,2,2,1,2,1,2,1,1
32036,3,1,1,1,2,1,2,1,1,18,18009083,1,1,2,2,1,2,1,2,2,1
32037,3,1,1,1,1,1,1,4,1,18,18009084,1,2,2,2,1,1,1,2,1,1
32038,3,1,1,1,1,1,2,2,1,18,18009085,1,1,2,2,1,2,1,2,1,1
32039,3,1,1,1,1,1,2,4,1,18,18009111,1,2,2,2,1,2,1,2,2,1
32040,3,1,1,1,1,1,1,4,1,18,18009112,1,2,2,2,1,2,1,1,1,1
32041,3,1,1,1,1,1,2,5,1,18,18009113,1,2,2,2,1,2,1,2,2,1
32042,3,1,1,1,1,2,2,8,1,18,18009114,1,1,1,1,1,2,1,2,2,1
32043,2,1,1,1,1,2,1,5,1,18,18009115,1,1,2,2,1,2,1,2,2,1
32044,2,1,1,1,1,2,2,2,1,18,18009161,1,1,2,1,1,2,1,1,1,1
32045,2,1,1,1,1,1,2,4,1,18,18009162,1,2,2,2,1,2,1,2,2,1
32046,3,1,1,1,1,1,1,5,1,18,18009163,1,1,1,1,1,2,1,2,1,1
32047,3,1,1,1,1,1,1,3,1,18,18009164,1,2,2,2,1,2,1,2,1,1
32048,3,1,1,1,1,1,2,5,1,18,18009165,1,1,2,2,1,2,1,2,2,2
32049,3,1,1,1,1,1,1,3,1,18,18009251,1,2,2,2,1,2,1,2,2,1
32050,2,1,1,1,1,1,2,1,1,18,18009253,1,2,2,2,1,2,1,2,2,1
32051,2,1,1,1,1,2,1,5,1,18,18009254,1,2,1,2,1,1,1,2,2,1
32052,3,1,1,1,1,1,2,3,1,18,18009255,1,2,1,1,2,2,1,1,2,2
32053,3,1,1,1,1,1,2,2,1,18,18009321,1,1,2,2,1,2,1,2,2,2
32054,3,1,1,1,1,2,1,2,1,18,18009322,1,1,2,2,1,2,1,2,1,1
32055,2,1,1,1,1,2,2,4,1,18,18009323,1,1,2,2,1,2,1,2,2,1
32056,3,1,1,1,1,1,2,2,1,18,18009324,1,1,2,2,1,2,1,2,2,1
32057,2,1,1,1,2,1,2,1,1,18,18009325,1,1,2,2,1,2,1,2,2,2
32058,3,1,1,1,1,1,1,2,1,18,18009651,1,2,2,2,1,2,1,2,1,1
32059,3,1,1,1,1,1,1,7,1,18,18009652,1,2,2,2,1,2,1,2,1,1
32060,3,1,1,1,1,1,1,4,1,18,18009653,1,2,2,2,1,2,1,1,1,1
32061,3,1,1,1,1,1,1,2,1,18,18009655,1,2,2,2,1,2,1,2,1,1
32062,3,1,1,1,1,1,2,6,1,18,18009692,1,1,2,2,1,2,1,2,1,1
32063,3,1,1,1,1,2,1,2,1,18,18009693,1,2,2,2,1,2,1,2,1,1
32064,3,1,1,1,1,2,2,7,1,18,18009694,1,2,1,2,2,2,1,2,1,1
32065,2,1,1,1,1,2,2,1,1,18,18009695,1,2,2,2,2,2,1,2,2,2
32066,2,1,1,1,1,2,1,3,1,18,18009781,1,2,2,2,1,1,1,2,2,1
32067,2,1,1,1,1,1,2,2,1,18,18009782,1,1,2,2,1,2,1,2,2,2
32068,3,1,1,1,1,1,2,3,1,18,18009783,1,1,1,2,2,2,1,2,1,1
32069,2,1,1,1,1,1,1,4,1,18,18009784,1,2,2,2,1,2,1,2,2,1
32070,3,1,1,1,1,2,2,2,1,18,18009785,1,1,2,2,1,2,1,2,2,2
32071,3,1,1,1,1,1,2,3,1,18,18009811,1,1,2,2,1,2,1,2,1,1
32072,3,1,1,1,1,2,2,1,1,18,18009812,1,1,2,2,1,2,1,1,1,1
32073,3,1,1,1,1,2,2,7,1,18,18009813,1,2,1,1,1,1,1,2,1,1
32074,3,1,1,1,1,1,2,3,1,18,18009814,1,1,2,2,1,1,1,2,1,1
32075,3,1,1,1,1,1,1,3,1,18,18009815,1,2,2,2,1,2,1,2,2,1
32076,2,1,1,1,1,1,2,6,1,18,18009852,1,1,2,2,1,2,1,2,2,1
32077,2,1,1,1,1,1,1,3,1,18,18009853,1,2,2,2,1,2,1,2,2,1
32078,2,1,1,1,1,1,2,2,1,18,18009854,1,2,2,2,1,2,1,2,2,1
32079,3,1,1,1,1,1,2,4,1,18,18009855,1,1,2,2,1,2,1,2,1,1
32080,3,1,1,1,1,1,2,2,1,18,18009901,1,1,2,2,1,2,1,2,1,1
32081,2,1,1,1,1,1,2,2,1,18,18009902,1,2,2,2,1,2,1,2,2,1
32082,3,1,1,1,1,1,2,2,1,18,18009903,1,1,2,2,1,2,1,2,1,1
32083,2,1,1,1,1,1,1,3,1,18,18009904,1,2,2,2,1,2,1,1,2,1
32084,3,1,1,1,1,1,1,4,1,18,18009905,1,1,2,2,1,2,1,2,2,1
32085,2,1,1,1,1,1,2,5,1,18,18009921,1,1,1,1,1,2,1,1,1,1
32086,2,1,1,1,1,1,2,2,1,18,18009922,1,2,2,2,1,2,1,2,2,1
32087,3,1,1,1,1,2,2,5,1,18,18009923,1,2,2,2,1,2,1,2,2,1
32088,3,1,1,1,1,1,1,3,1,18,18009924,1,1,2,2,1,2,1,2,2,1
32089,2,1,1,1,1,2,2,2,1,18,18009925,1,2,2,2,2,2,1,2,2,2
32090,3,1,1,1,1,1,1,4,1,18,18010101,1,1,2,2,1,1,1,1,1,1
32091,3,1,1,1,1,1,2,2,1,18,18010102,1,2,2,2,1,2,1,2,2,1
32092,3,1,1,1,1,1,2,3,1,18,18010103,1,2,2,2,1,2,1,2,2,1
32093,2,1,1,1,1,2,2,3,1,18,18010104,1,1,1,2,2,2,1,2,2,2
32094,2,1,1,1,2,2,2,4,1,18,18010105,1,1,1,2,2,2,1,2,2,1
32095,2,2,1,1,1,2,2,2,1,18,18010241,1,2,1,1,1,2,1,2,2,2
32096,2,2,1,1,1,1,1,2,1,18,18010242,1,2,2,2,1,2,1,2,2,2
32097,2,2,1,1,1,2,2,2,1,18,18010243,1,2,2,2,1,2,1,2,2,2
32098,3,1,1,1,1,1,1,4,1,18,18010244,1,1,2,2,1,1,1,2,1,1
32099,2,1,1,1,1,2,2,2,1,18,18010245,1,2,1,2,1,2,1,2,2,1
32100,3,1,1,1,1,2,2,7,1,18,18010246,1,2,2,2,1,2,1,2,2,1
32101,3,1,1,1,1,1,1,2,1,18,18010247,1,1,2,2,1,2,1,2,2,2
32102,3,1,1,1,1,1,1,3,1,18,18010248,1,2,2,2,1,1,1,1,1,1
32103,2,1,1,1,1,1,1,5,1,18,18010249,1,2,1,1,1,2,1,1,2,1
32104,3,1,1,1,1,2,2,5,1,18,180102410,1,2,2,2,1,2,1,2,2,1
32105,3,1,1,1,1,1,1,11,2,18,180102411,1,2,2,2,1,2,1,2,2,1
32106,3,1,1,1,1,1,1,11,2,18,180102411,2,2,2,2,1,2,1,2,2,1
32107,3,1,1,1,1,1,2,5,1,18,180102412,1,2,1,2,1,2,1,2,1,1
32108,2,1,1,1,1,2,2,5,1,18,180102414,1,1,1,2,2,2,1,2,2,2
32109,2,1,1,1,1,1,1,5,1,18,180102415,1,2,1,2,2,2,1,2,1,1
32110,2,1,1,1,1,1,2,4,1,18,180102416,1,1,2,2,1,2,1,2,2,1
32111,3,1,1,1,1,1,2,5,1,18,180102418,1,1,2,2,1,1,1,1,2,1
32112,3,1,1,1,1,1,2,3,1,18,180102419,1,2,1,2,1,2,1,1,2,1
32113,3,2,1,1,1,1,1,4,1,18,180102420,1,2,2,2,1,2,1,2,2,1
32114,2,2,1,1,1,2,2,2,1,18,18010261,1,1,1,2,1,2,1,2,2,2
32115,3,2,1,1,1,2,2,3,1,18,18010262,1,1,2,2,1,2,1,2,2,1
32116,3,2,1,1,1,1,1,6,1,18,18010263,1,2,2,2,1,2,1,2,2,2
32117,3,1,1,1,1,2,2,2,1,18,18010264,1,2,2,1,1,2,1,2,2,2
32118,3,1,1,1,1,1,2,3,1,18,18010265,1,2,2,2,1,2,1,2,1,1
32119,2,2,1,1,1,1,2,2,1,18,18010266,1,2,2,2,1,2,1,2,2,2
32120,2,2,2,1,1,2,2,1,1,18,18010268,1,1,2,2,1,2,1,2,2,2
32121,2,2,1,1,1,2,2,5,1,18,18010269,1,1,1,2,2,2,1,2,2,2
32122,3,1,1,1,1,2,2,2,1,18,180102610,1,2,2,2,2,2,1,2,2,2
32123,2,2,1,1,1,2,1,5,1,18,180102611,1,2,1,2,2,2,1,2,2,2
32124,2,2,1,1,1,1,2,3,1,18,180102612,1,2,2,2,1,2,1,2,2,2
32125,2,2,1,1,1,2,2,1,1,18,180102613,1,1,2,2,1,2,1,2,2,2
32126,2,1,1,1,1,1,1,1,1,18,180102614,1,1,2,2,2,2,1,2,2,2
32127,2,4,5,1,2,2,2,1,1,18,180102615,1,2,2,2,1,2,1,2,2,2
32128,3,1,2,1,1,2,2,3,1,18,180102616,1,2,2,2,2,2,1,2,2,2
32129,2,1,1,1,1,1,2,10,1,18,180102617,1,1,2,2,1,2,1,2,2,1
32130,3,1,1,1,1,1,2,3,1,18,180102619,1,1,2,2,1,2,1,2,2,1
32131,2,2,1,1,1,1,2,1,1,18,180102620,1,2,2,2,2,2,1,2,2,2
32132,2,1,1,1,1,2,1,1,1,18,18011061,1,2,2,2,1,2,1,2,2,2
32133,3,1,1,1,1,1,1,6,1,18,18011062,1,1,1,2,1,1,1,2,1,2
32134,3,1,1,1,1,1,2,3,1,18,18011063,1,1,1,2,2,2,1,2,2,2
32135,3,1,1,1,1,1,2,1,1,18,18011064,1,1,2,2,2,2,1,2,2,1
32136,3,1,1,1,1,2,2,1,1,18,18011065,1,1,2,2,2,2,2,2,2,2
32137,3,1,1,1,1,1,1,2,1,18,18011066,1,2,2,2,1,1,1,1,2,1
32138,2,1,1,1,1,2,2,8,1,18,18011067,1,2,2,2,1,2,1,2,2,2
32139,3,2,1,1,1,2,1,1,1,18,18011068,1,1,2,2,1,2,1,1,2,2
32140,3,1,1,1,1,2,1,2,1,18,18011069,1,2,2,2,1,2,1,2,2,2
32141,3,1,1,1,1,1,1,2,1,18,180110610,1,2,2,2,1,2,1,2,2,1
32142,3,1,1,1,1,1,2,3,1,18,180110611,1,2,2,2,1,2,1,2,1,1
32143,3,1,1,1,1,1,1,3,1,18,180110612,1,2,2,2,1,2,1,2,1,1
32144,2,1,1,1,1,1,2,4,1,18,180110613,1,2,1,2,2,2,1,2,1,1
32145,3,1,1,1,1,1,1,4,1,18,180110615,1,2,2,2,1,2,1,2,1,1
32146,3,1,1,1,1,1,2,3,1,18,180110616,1,1,2,1,1,2,1,2,1,1
32147,3,1,1,1,1,1,1,4,1,18,180110617,1,2,1,1,1,2,1,2,2,1
32148,3,1,1,1,1,1,1,3,1,18,180110618,1,2,1,2,1,2,1,2,2,2
32149,3,1,1,1,1,1,1,1,1,18,180110619,1,1,1,2,1,2,1,2,2,2
32150,3,1,1,1,1,1,2,1,1,18,18011201,1,1,2,2,1,2,1,2,2,1
32151,3,1,1,1,1,1,2,2,1,18,18011202,1,1,1,1,1,2,1,1,1,1
32152,2,1,1,1,1,1,2,4,1,18,18011203,1,2,1,2,2,2,1,2,2,2
32153,3,1,1,1,1,2,1,3,2,18,18011204,1,2,1,2,2,2,1,2,2,2
32154,3,1,1,1,1,2,1,3,2,18,18011204,2,1,1,2,2,2,1,2,2,2
32155,3,1,1,1,1,1,1,7,1,18,18011205,1,2,1,2,1,1,1,2,1,1
32156,3,1,1,1,1,1,1,2,1,18,18011221,1,1,2,1,1,2,1,1,1,1
32157,2,1,1,1,1,1,2,8,1,18,18011222,1,1,1,2,2,2,1,2,2,1
32158,3,1,1,1,1,1,1,1,1,18,18011223,1,1,2,2,1,2,1,2,1,1
32159,2,1,1,1,1,1,2,6,1,18,18011224,1,1,2,2,1,2,1,2,2,1
32160,3,1,1,1,1,1,1,2,1,18,18011225,1,2,1,1,1,2,1,2,1,1
32161,3,1,1,1,1,2,2,3,1,18,18011252,1,1,2,2,1,2,1,2,1,2
32162,3,1,1,1,1,1,2,6,1,18,18011253,1,2,2,2,1,2,1,2,1,1
32163,3,1,1,1,1,1,1,4,1,18,18011254,1,1,2,2,1,1,1,2,1,1
32164,3,1,1,1,1,1,1,3,1,18,18011255,1,1,2,2,1,1,1,2,1,1
32165,3,1,1,1,1,1,1,2,1,18,18011401,1,2,2,2,1,1,1,2,1,1
32166,2,1,1,2,1,1,2,5,1,18,18011402,1,1,1,2,1,2,1,1,1,1
32167,3,1,1,1,1,1,2,4,1,18,18011403,1,1,2,2,1,2,1,2,2,1
32168,2,1,1,1,1,1,1,5,1,18,18011404,1,1,2,2,1,2,1,2,1,1
32169,3,1,1,1,1,1,1,3,1,18,18011461,1,2,2,2,1,1,1,1,1,1
32170,3,1,1,1,1,1,1,4,1,18,18011462,1,2,1,1,1,1,1,2,1,1
32171,3,1,1,1,1,1,1,5,1,18,18011463,1,1,2,2,1,2,1,1,2,1
32172,3,1,1,1,1,1,1,3,1,18,18011465,1,2,1,1,1,2,1,2,1,1
32173,3,1,1,1,1,1,1,4,1,18,18011501,1,2,2,2,1,1,1,2,1,2
32174,3,1,1,1,1,1,1,4,1,18,18011502,1,2,2,2,1,2,1,2,2,1
32175,3,1,1,1,1,1,1,2,1,18,18011503,1,2,2,2,1,2,1,2,2,1
32176,3,1,1,1,1,1,1,2,1,18,18011504,1,1,1,1,1,2,1,2,2,1
32177,2,1,1,1,1,1,1,4,1,18,18011505,1,1,2,2,1,2,1,2,1,1
32178,3,1,1,1,1,1,1,3,1,18,18011521,1,1,1,1,1,2,1,1,1,1
32179,3,1,1,1,1,1,1,3,1,18,18011522,1,1,1,1,1,1,1,2,1,1
32180,3,2,1,1,1,1,1,2,2,18,18011523,1,2,2,2,1,2,1,2,2,2
32181,3,2,1,1,1,1,1,2,2,18,18011523,2,1,2,2,1,2,1,2,2,1
32182,3,1,1,1,1,1,1,2,1,18,18011524,1,2,2,2,1,2,1,2,2,1
32183,3,1,1,1,1,1,1,4,1,18,18011525,1,1,2,2,1,2,1,2,1,1
32184,3,1,1,1,1,1,1,4,1,18,18011541,1,2,2,2,1,2,1,2,1,1
32185,3,1,1,1,1,1,1,5,1,18,18011542,1,1,2,2,1,1,1,2,1,1
32186,3,1,1,1,1,1,1,4,1,18,18011543,1,2,2,2,1,2,1,2,1,2
32187,3,1,1,1,1,1,2,3,1,18,18011544,1,1,2,2,1,2,1,2,2,2
32188,3,1,1,2,1,2,2,1,1,18,18011545,1,2,1,2,1,2,1,2,2,2
32189,3,1,1,1,1,1,2,5,1,18,18011621,1,1,1,2,1,2,1,2,1,1
32190,3,1,1,1,1,1,1,4,1,18,18011622,1,2,2,2,1,2,1,2,1,1
32191,3,1,1,1,1,2,2,1,1,18,18011623,1,1,1,2,2,2,1,2,2,1
32192,3,1,1,1,1,1,1,4,1,18,18011624,1,1,1,2,1,1,1,2,1,1
32193,2,1,1,1,1,1,1,4,1,18,18011625,1,1,2,2,1,2,1,2,1,1
32194,3,1,1,1,1,1,2,3,1,18,18011721,1,1,2,2,1,1,1,2,2,1
32195,3,1,1,1,1,1,1,3,1,18,18011722,1,1,1,1,1,1,1,1,2,1
32196,3,1,1,1,1,2,2,1,1,18,18011723,1,1,2,2,1,2,1,2,2,2
32197,2,2,1,1,1,2,1,3,1,18,18011724,1,2,1,2,1,2,1,2,2,1
32198,3,1,1,1,1,1,2,2,1,18,18011725,1,2,2,2,1,2,1,2,2,1
32199,2,1,1,1,1,1,2,2,1,18,18011731,1,2,2,2,1,2,1,2,1,1
32200,3,1,1,1,1,1,2,1,1,18,18011732,1,2,2,2,1,2,1,2,2,1
32201,3,1,1,1,1,1,2,2,1,18,18011733,1,1,1,2,2,2,1,2,2,1
32202,3,1,1,1,1,2,1,2,1,18,18011734,1,2,2,2,1,2,1,2,2,1
32203,3,1,1,1,1,1,1,1,1,18,18011771,1,2,2,2,1,2,1,1,2,1
32204,2,1,1,1,2,1,2,6,1,18,18011772,1,2,1,1,2,2,1,2,1,1
32205,3,1,1,1,1,1,1,2,1,18,18011773,1,2,2,2,1,2,2,2,2,2
32206,3,1,1,1,1,1,1,5,1,18,18011774,1,2,2,2,1,1,1,2,2,1
